code,name,market,category,riskLevel,personality,profit1,profit1_reason,profit1_source,profit2,profit2_reason,profit2_source,profit3,profit3_reason,profit3_source,key1,key1_reason,key1_source,key2,key2_reason,key2_source,key3,key3_reason,key3_source,risk1,risk1_reason,risk1_source,risk2,risk2_reason,risk2_source,risk3,risk3_reason,risk3_source,reminder
5289,宜鼎,上櫃電腦設備,I023410,,工控記憶體王,工控Flash/DRAM,,,AIoT軟硬整合,,,車用記憶體,,,AI專案導入數量,,,工控記憶體市佔,,,毛利率(>30%),,,記憶體原廠切入工控,,,AI落地速度慢,,,原料價格波動,,,全球工控記憶體模組龍頭，不跟消費性市場殺價，專攻高毛利與AIoT軟體加值。
5223,安力-KY,上櫃電腦設備,I023471,,蘋果散熱掛,散熱風扇框架,,,金屬機構件,,,車用散熱,,,蘋果MacBook/iPad銷量,,,重慶廠產能,,,車用營收佔比,,,蘋果設計變更,,,中國供應鏈外移,,,原料價格上漲,,,蘋果散熱風扇框架的主要供應商，營運與蘋果新品發表週期高度連動。
4987,科誠,上櫃電腦設備,I023410,,標籤印表機,條碼標籤印表機,,,耗材銷售,,,自動化設備,,,物流/零售業需求,,,新興市場標案,,,匯率(歐元/美元),,,大型對手(TSC/Zebra)競爭,,,經濟衰退影響零售,,,關鍵零件缺貨,,,專做條碼印表機自有品牌(Godex)，規模雖小但獲利穩健，高殖利率概念。
4931,新盛力,上櫃電腦設備,I015030,,手工具電池,電動手工具電池模組,,,儲能電池,,,輕型載具電池,,,歐美房市(手工具需求),,,非IT電池營收佔比,,,儲能新單,,,客戶去庫存,,,電芯價格波動,,,房市低迷影響手工具,,,主要做「非IT」電池模組(如電鑽、吸塵器)，避開筆電紅海，與歐美房市修繕景氣連動。
4924,欣厚-KY,上櫃電腦設備,,,周邊轉生質,電腦周邊(鍵盤/滑鼠),,,生質燃料(木顆粒),,,馬來西亞廠,,,生質燃料營收,,,電腦周邊訂單,,,轉型成效,,,周邊本業無競爭力,,,新業務獲利不穩,,,流動性風險,,,本業電腦周邊沒落，近年轉型做生質燃料，營運模式仍在調整中。
3709,鑫聯大投控,上櫃電腦設備,,,軟體通路商,資訊設備代理(Sun/Oracle),,,系統整合,,,國內IT支出,,,代理線營收,,,轉投資收益,,,原廠收回代理權,,,企業縮減IT預算,,,毛利微薄,,,控股公司架構，旗下捷元是知名通路商，主要賺取穩定的通路管理財。,,,
3693,營邦,上櫃電腦設備,I023530,,伺服器機殼貴族,高密度伺服器機殼,,,AI儲存系統,,,系統整合,,,AI伺服器出貨量,,,與一線大廠(Supermicro)關係,,,毛利率,,,伺服器庫存調整,,,關鍵零組件缺貨,,,客戶集中度,,,專攻高密度與高階AI伺服器機殼，技術含金量高，是AI伺服器浪潮的直接受惠者。
3625,西勝,上櫃電腦設備,,,筆電電池二軍,筆電電池模組,,,儲能/LEV電池,,,LG化學合作,,,筆電代工廠訂單,,,非IT電池佔比,,,虧損收斂狀況,,,筆電市場衰退,,,規模不及新普/順達,,,財務體質較弱,,,筆電電池模組的二線廠，近年積極轉型儲能與二輪車電池，試圖擺脫虧損。
3611,鼎翰,上櫃電腦設備,I023410,,條碼機巨人,條碼印表機(TSC/Printronix),,,RFID印表機,,,標籤耗材,,,全球物流自動化,,,工業印表機市佔,,,併購綜效,,,全球經濟衰退,,,商譽減損風險,,,匯率波動,,,台半子公司，全球前五大條碼印表機廠，透過併購Printronix取得高階工業技術，獲利能力極強。
3594,磐儀,上櫃電腦設備,,,聯發科IPC盟友,工業電腦,,,手持行動裝置(mPOS),,,醫療電腦,,,聯發科/樺漢入股綜效,,,mPOS出貨量,,,AIOT專案,,,轉型成效緩慢,,,市場競爭激烈,,,毛利率波動,,,引進聯發科與樺漢(鴻海)入股，試圖結合晶片與製造優勢，主攻物聯網與手持裝置。
3577,泓格,上櫃電腦設備,,,工控自動化,遠端I/O控制器,,,PLC,,,ESG碳盤查系統,,,工廠自動化需求,,,ESG專案營收,,,毛利率(高標),,,自動化資本支出縮減,,,利基市場成長慢,,,晶片缺料,,,專做工廠自動化的「控制器」與「感測器」，近年ESG碳盤查需求為其帶來新商機。
3540,曜越,上櫃電腦設備,I023470,,電競單車跨界,電競機殼/電源/散熱,,,單車代理(曜越單車),,,電競周邊,,,Nvidia 50系列顯卡發表,,,高階電源銷量,,,庫存水位,,,PC DIY市場萎縮,,,單車業務虧損,,,海運運費,,,老牌電競DIY品牌(Thermaltake)，主打高階散熱與機殼，近年跨足單車代理但尚未明顯貢獻獲利。
3521,鴻翊,上櫃電腦設備,,,POS轉型求生,POS系統,,,Panel PC,,,AI圖形辨識,,,餐飲零售景氣,,,新團隊轉型策略,,,每股淨值,,,本業長期虧損,,,經營權變動頻繁,,,流動性風險,,,老牌POS廠，近年營運陷入困境，經營權變動後試圖轉型AI應用。
3483,力致,上櫃電腦設備,,,散熱全能手,筆電散熱模組,,,浸沒式水冷,,,薄型風扇,,,AI PC換機潮,,,水冷專案出貨,,,越南新廠產能,,,筆電市場衰退,,,水冷認證延遲,,,原料銅價上漲,,,從筆電散熱轉型至「資料中心水冷」解決方案，是AI散熱趨勢的熱門標的。
3479,安勤,上櫃電腦設備,,,仁寶IPC精兵,醫療電腦,,,投票機,,,博弈/零售IPC,,,美國投票機標案,,,仁寶集團綜效,,,醫療專案訂單,,,標案入帳週期大,,,醫療認證慢,,,匯率風險,,,仁寶集團成員，專攻醫療與美國投票機標案，獲利隨美國選舉週期波動。
3349,寶德,上櫃電腦設備,I023410,,電競滑鼠配件,電競滑鼠代工,,,遊戲周邊,,,電腦配件,,,電競市場需求,,,大客戶(PixArt相關)訂單,,,新產品開發,,,營收規模過小,,,產品替代性高,,,流動性不足,,,主要做電競滑鼠與周邊配件，與感測器大廠原相(PixArt)有淵源，股性冷門。
3325,旭品,上櫃電腦設備,,,水冷代工廠,電競機殼,,,水冷散熱代工,,,環境淨化,,,電競PC換機潮,,,水冷代工訂單,,,毛利率改善,,,PC DIY市場衰退,,,客戶砍單風險,,,原物料價格,,,主攻電競機殼與水冷系統代工，客戶多為國際電競品牌。
3323,加百裕,上櫃電腦設備,,,電池老三,筆電電池模組,,,電動工具電池,,,儲能系統,,,筆電出貨量,,,網通/儲能電池佔比,,,庫存去化,,,筆電市場衰退,,,規模經濟較小,,,價格競爭,,,國內電池模組老三，營運穩健但爆發力不如龍頭，積極開拓非IT應用。
3287,廣寰科,上櫃電腦設備,I023410,,電競耳機轉型,電競耳機/周邊,,,支架/生活家電,,,電視卡(舊業),,,電競周邊銷量,,,直播設備需求,,,新產品毛利,,,品牌競爭激烈,,,產品生命週期短,,,轉型陣痛期,,,以前做電視卡，現在轉型做電競耳機與直播設備，市場進入門檻較低。
3272,東碩,上櫃電腦設備,I023410,,擴充基座王,Thunderbolt擴充基座(Docking),,,USB Hub,,,電腦週邊,,,商用筆電採購,,,Thunderbolt滲透率,,,大客戶(HP/Dell)訂單,,,企業縮減IT支出,,,晶片缺料,,,單一產品依賴,,,專做筆電擴充基座(Docking Station)，技術領先但受商用筆電景氣影響大。
3213,茂訊,上櫃電腦設備,I023400,,強固與通路,強固型電腦(外銷),,,筆電通路(國內),,,軍工/礦業訂單,,,筆電通路銷售,,,強固型電腦毛利,,,通路庫存跌價,,,國防預算變動,,,商場競爭,,,一手賣強固型電腦(高毛利)，一手在光華商場賣筆電(現金流)，特殊的雙引擎模式。,,,
3211,順達,上櫃電腦設備,I099030,,電池現金牛,筆電電池模組,,,儲能/伺服器電池(BBU),,,資產開發(A7),,,筆電出貨量,,,伺服器BBU認證,,,土地開發利益,,,筆電市場衰退,,,非IT轉型速度,,,高殖利率(股利政策),,,老牌電池模組廠，本業筆電平穩，伺服器電池與A7土地開發是未來亮點，配息大方。
3088,艾訊,上櫃電腦設備,,,自動化IPC,工業自動化,,,博弈/彩券機,,,網通安控,,,美國/歐洲自動化需求,,,博弈標案出貨,,,毛利率(長期穩定),,,企業資本支出縮減,,,缺工影響專案,,,匯率風險,,,研華集團關聯企業，產品線廣泛(自動化、博弈、網通)，獲利穩健的IPC資優生。
3071,協禧,上櫃電腦設備,,,工業散熱扇,工業/家電風扇,,,車用風扇,,,電池散熱,,,工業自動化景氣,,,車用佔比提升,,,毛利率,,,中國產能競爭,,,家電需求疲弱,,,原料成本,,,專做工業與家電用的散熱風扇，避開筆電紅海，獲利比一般消費性風扇廠穩定。
1569,濱川,上櫃電腦設備,,,金屬鍵盤手,筆電金屬機殼,,,鍵盤支架,,,內構件,,,筆電出貨量,,,金屬機殼滲透率,,,自動化生產良率,,,筆電市場衰退,,,客戶砍價壓力,,,原料鋼/鋁價,,,主要做筆電鍵盤的金屬支架與內構件，是筆電供應鏈的重要一環。
OTC64,光電,上櫃光電,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8240,華宏,上櫃光電,I023080,,光學膜裁縫師,光學膜裁切(增亮/擴散),,,機能性材料(車用/散熱),,,DAP材料,,,面板廠稼動率,,,車用材料佔比,,,日圓匯率(原料),,,面板景氣下行,,,OLED不需光學膜(技術替代),,,原料成本波動,,,主要賺取光學膜的裁切加工費，近年積極開發車用與散熱材料以擺脫面板循環。
8111,立碁,上櫃光電,I023060,,LED利基轉型,LED封裝(電動車/電競),,,SIP系統封裝,,,綠能工程,,,電動車儀表板需求,,,電競周邊銷量,,,工程案入帳,,,標準品殺價競爭,,,中國產能過剩,,,匯率風險,,,避開照明紅海，專攻電競鍵盤燈與電動車儀表，獲利比一般LED廠穩健。
8069,元太,上櫃光電,I023080,,電子紙帝國,電子貨架標籤(ESL),,,電子書閱讀器,,,數位看板,,,ESL滲透率(Walmart),,,彩色技術(Kaleido)良率,,,權利金收入,,,庫存調整週期,,,高估值修正風險,,,新顯示技術競爭,,,全球電子紙技術的絕對壟斷者，商業模式包含賣材料與收權利金，護城河極深。
8064,東捷,上櫃光電,,,面板轉半導體,面板設備(修補/檢測),,,半導體封裝設備(FOPLP),,,自動化物流,,,群創/台積電資本支出,,,先進封裝設備佔比,,,FOPLP擴產進度,,,面板擴產停滯,,,新設備驗收延宕,,,單一客戶依賴,,,群創集團成員，近期因切入「扇出型面板級封裝(FOPLP)」設備而成為市場焦點。
8049,晶采,上櫃光電,,,工控面板資優生,TFT-LCD模組(工控/醫療),,,觸控面板,,,電子紙模組,,,歐美工控訂單B/B值,,,毛利率(長期>25%),,,利基市場滲透率,,,歐美經濟衰退,,,匯率波動,,,標準品價格侵蝕,,,堅持不做消費性產品，專攻加油機、醫療設備等利基面板，獲利與配息長年穩定。
7402,邑錡,上櫃光電,J000550|J001450|J001490,,縮時攝影軍火,縮時攝影機(Brinno),,,軍工無人機鏡頭,,,創新ODM(教學/警用),,,雷虎科技(無人機)訂單,,,新品(雲端縮時)銷量,,,美國軍工專案進度,,,ODM訂單波動大,,,晶片缺料,,,新產品推廣不如預期,,,自有品牌Brinno在縮時攝影界有名，現在是雷虎無人機的關鍵鏡頭供應商。
6859,伯特光,上櫃光電,I023210,,元宇宙眼鏡行,VR/AR鏡頭,,,手機鏡頭模具,,,車用鏡頭,,,Meta/Apple新品發表,,,模具精密度,,,元宇宙裝置銷量,,,VR/AR市場雷聲大雨點小,,,單一客戶集中,,,技術替代風險,,,專攻VR/AR透鏡與模具，技術含金量高，但營運高度依賴元宇宙裝置的市場熱度。
6560,欣普羅,上櫃光電,I023240,,實物投影大師,實物投影機,,,安控攝影機,,,執法儀,,,歐美教育標案,,,安控專案訂單,,,影像處理技術,,,教育預算縮減,,,晶片缺貨,,,標案入帳週期不穩,,,以實物投影機(教學用)起家，影像調校技術強，獲利穩定但股性較冷。
6556,勝品,上櫃光電,I023240,,安控代工老兵,CCTV攝影機,,,網路攝影機(IP Cam),,,AI安控,,,NDAA轉單效應,,,歐美ODM訂單,,,AI軟體整合,,,中國海康/大華低價競爭,,,專案延宕,,,匯率風險,,,專注於安控攝影機代工，受惠於中美貿易戰下的去中化轉單效應。
6517,保勝光學,上櫃光電,I023210,,玻璃鏡頭職人,高階玻璃鏡頭(電影/投影),,,工業檢測鏡頭,,,航太鏡頭,,,電影器材市場需求,,,半導體檢測設備訂單,,,毛利率,,,技術門檻高(全玻璃),,,市場規模較小,,,研發人才斷層,,,堅持做高難度的「全玻璃」鏡頭，應用在電影機與檢測設備，含金量高。
6419,京晨科,上櫃光電,,,安控軟體轉型,安控軟體(VMS),,,AI影像辨識,,,智慧農業/零售,,,軟體授權收入,,,AI專案落地數,,,轉型成效,,,硬體殺價競爭,,,軟體盜版風險,,,市場邊緣化,,,昔日安控股王，軟體實力強但受中國硬體廠擠壓，正轉型AI影像分析解決方案。
6246,臺龍,上櫃光電,I023080,,面板配件轉型,面板驅動IC封裝材料,,,LCD相關代工,,,博弈機台組裝,,,新業務營收,,,每股淨值,,,轉型計畫,,,本業長期虧損,,,全額交割/下市風險,,,流動性不足,,,本業面板材料已沒落，目前業務雜亂，屬高風險轉型股。
6244,茂迪,上櫃光電,I023130,,太陽能求生,太陽能模組,,,太陽能電池(TOPCon),,,漁電共生電廠,,,台灣躉購費率,,,模組轉換效率,,,電廠併網量,,,中國模組傾銷,,,政策變動風險,,,原料價格波動,,,台灣太陽能老字號，縮減規模後專注於高效能模組與電廠經營，試圖穩定獲利。
6234,高僑,上櫃光電,I023600,,鑽針與自動化,PCB鑽針,,,自動化傳輸設備,,,微型鑽頭,,,PCB產業稼動率,,,載板擴產進度,,,自動化訂單,,,PCB景氣下行,,,鑽針價格戰,,,客戶資本支出縮減,,,主要做PCB鑽針與自動化設備，營運隨PCB產業週期波動。
6222,上揚,上櫃光電,I025020,,車用顯示代工,車用顯示器,,,公眾顯示器,,,工業電腦螢幕,,,車用訂單佔比,,,新客戶開發,,,毛利率,,,長期虧損,,,規模經濟不足,,,流動性風險,,,主要做工業與車用顯示器代工，但營運規模小，獲利能力長期不佳。
6167,久正,上櫃光電,,,中小面板老店,STN/TFT模組(工控/家電),,,觸控面板,,,電子標籤,,,工控市場需求,,,利基型產品佔比,,,轉投資收益,,,面板景氣循環,,,標準品價格競爭,,,缺乏殺手級產品,,,老牌中小尺寸面板廠，轉型工控與家電應用，獲利平穩但無爆發力。
6125,廣運,上櫃光電,J001500|I023600,,液冷自動化,自動化物流系統(機場/倉儲),,,伺服器液冷散熱,,,公共工程,,,AI伺服器液冷滲透率,,,自動化標案金額,,,轉投資(太極)損益,,,液冷認證延遲,,,工程毛利低,,,轉投資太陽能波動,,,本業是自動化物流，因開發出「雙相浸沒式液冷」技術而搭上AI散熱特快車。
5443,均豪,上櫃光電,J001470,,G2C設備盟主,半導體研磨/檢測設備,,,面板設備,,,智能自動化,,,台積電CoWoS擴產,,,G2C聯盟綜效,,,半導體營收佔比,,,面板投資縮減,,,設備交期延宕,,,景氣循環風險,,,志聖、均豪、均華組成的G2C聯盟，成功從面板設備轉型半導體先進封裝設備，台積電供應鏈。
5432,新門,上櫃光電,,,老牌模組廠,CSTN/TFT模組,,,利基型顯示器,,,轉投資,,,營收規模,,,新產品開發,,,資產價值,,,本業無競爭力,,,流動性極低,,,長期虧損,,,極度冷門的面板模組廠，營運活動極低，主要價值可能在資產。
5392,能率,上櫃光電,I015041,,日系車用控股,車用機構件,,,光學零件,,,隱形眼鏡,,,日系車廠(Toyota)銷量,,,電動車轉型進度,,,轉投資(能率網通)表現,,,日圓匯率,,,日系車市佔下滑,,,控股折價,,,集團控股公司，旗下業務龐雜(車用、光學、運動)，與日系供應鏈關係深厚。
5371,中光電,上櫃光電,J001450|J001500,,無人機與背光,背光模組,,,投影機,,,軍用/商用無人機,,,無人機標案訂單,,,面板景氣,,,投影機出貨量,,,面板需求衰退,,,無人機法規限制,,,新技術(OLED)替代背光,,,背光模組與投影機是現金牛，市場給予的高估值來自「軍用無人機」的爆發潛力。
5315,光聯,上櫃光電,,,利基面板廠,字元型/繪圖型LCD,,,觸控面板,,,工控應用,,,歐美工控訂單,,,特殊規格佔比,,,毛利率,,,標準品殺價,,,匯率波動,,,營收成長停滯,,,專做字元型等老式但耐用的利基面板，應用在工控與家電，獲利穩定。
5251,天鉞電,上櫃光電,,,智慧安控,無線安控攝影機,,,智慧家庭產品,,,車用監控,,,歐美DIY市場需求,,,新產品(電子鎖)銷量,,,轉型成效,,,市場競爭激烈,,,營收規模小,,,獲利不穩,,,主攻DIY安控市場，近年營運起伏較大，試圖轉型智慧家庭與車用。
5245,智晶,上櫃光電,I023080,,PMOLED二哥,PMOLED顯示器(穿戴/工控),,,準系統,,,照明,,,穿戴裝置/工控訂單,,,新技術(Micro LED)研發,,,毛利率,,,PMOLED市場萎縮,,,價格競爭,,,新應用開發慢,,,專注於PMOLED技術，應用在手環、醫療與工控設備，屬利基型市場。
5230,雷笛克光學,上櫃光電,I023060,,LED透鏡王,LED二次光學透鏡,,,車用車燈透鏡,,,模具,,,車用LED滲透率,,,車燈模組訂單,,,全球車市銷量,,,通用照明殺價,,,模具成本上升,,,匯率風險,,,全球最大的LED二次光學透鏡廠，從路燈透鏡轉型至高毛利的「車燈透鏡」，獲利結構改善。
5220,萬達光電,上櫃光電,,,觸控面板精兵,高溫製程觸控面板(五線電阻/投射電容),,,工控/軍規應用,,,醫療觸控,,,歐美工控訂單,,,特殊規格佔比,,,毛利率(長期穩定),,,標準品殺價,,,匯率波動,,,客製化成本高,,,專做高溫製程的觸控面板，耐用度高，深受工控與軍規客戶喜愛，獲利穩健。
4995,晶達,上櫃光電,,,高亮面板王,高亮度顯示器(博弈/戶外),,,特殊切割面板,,,交通看板,,,博弈機台換機潮,,,戶外看板標案,,,毛利率,,,特殊面板市場小,,,標案延宕,,,匯率風險,,,研華集團關聯企業，專做「陽光下可視」的高亮度面板，應用在賭場與戶外交通。
4972,湯石照明,上櫃光電,I023060,,博物館燈光師,商業照明(博物館/飯店),,,照明設計專案,,,燈具銷售,,,專案工程入帳,,,紅點設計獎產品銷量,,,中國市場營收,,,房地產景氣低迷,,,中國內需疲弱,,,原物料價格,,,專攻高階商業照明(如博物館、五星飯店)，講究光影設計，非一般量產燈具廠。
4933,友輝,上櫃光電,I023080,,筆電增亮膜,增亮膜(稜鏡片),,,筆電/車用面板材料,,,光學膜,,,筆電出貨量,,,車用面板滲透率,,,原物料(PET)價格,,,筆電市場衰退,,,OLED技術替代,,,價格競爭,,,專做面板用的增亮膜，主要應用在筆電，擁有高市佔率，現金流穩定。
4729,熒茂,上櫃光電,,,觸控與機殼,觸控面板(工控/軍用),,,機殼射出(併購),,,光學邦定,,,工控訂單B/B值,,,機殼業務綜效,,,毛利率,,,觸控殺價競爭,,,轉型整合風險,,,匯率波動,,,原本做觸控，後來併購機殼廠進行垂直整合，主攻工控與軍用強固型產品。
3691,碩禾,上櫃光電,,,導電漿教主,太陽能導電漿(銀漿/鋁漿),,,儲能材料,,,半導體材料,,,太陽能安裝量,,,銀價走勢,,,TOPCon漿料認證,,,中國漿料廠殺價,,,太陽能景氣寒冬,,,轉投資波動,,,曾是股王，專做太陽能電池的關鍵材料「導電漿」，近年受中國競爭影響，正轉型儲能與半導體材料。
3666,光耀,上櫃光電,,,中小增亮膜,光學增亮膜(手機/平板),,,導光板,,,車用膜,,,手機/平板銷量,,,車用認證進度,,,產能利用率,,,OLED取代LCD(需求消失),,,單一應用風險,,,長期虧損,,,主攻中小尺寸(手機)增亮膜，受OLED螢幕普及衝擊最大，營運長期辛苦。
3630,新鉅科,上櫃光電,,,指紋辨識眼,光學鏡頭(手機/筆電),,,屏下指紋辨識鏡頭,,,車用鏡頭,,,中國手機銷量,,,屏下指紋滲透率,,,丘鈦科技(大股東)訂單,,,光學鏡頭殺價,,,手機市場飽和,,,單一客戶依賴,,,大股東是中國丘鈦科技，主力產品是屏下指紋辨識鏡頭，營運看中國手機臉色。
3623,富晶通,上櫃光電,,,航太觸控手,電阻/電容式觸控面板,,,航太/軍工應用,,,人機介面,,,航太訂單(飛機娛樂系統),,,工控需求,,,毛利率,,,航空業景氣,,,標準品競爭,,,客製化成本高,,,中環集團旗下，專攻航太與軍工觸控，是飛機椅背觸控螢幕的主要供應商。
3615,安可,上櫃光電,,,鍍膜玻璃廠,ITO導電玻璃,,,車用蓋板玻璃,,,光學鍍膜,,,觸控面板景氣,,,車用玻璃訂單,,,OLED鍍膜需求,,,觸控技術演變(OGS/In-cell),,,消費電子疲弱,,,價格壓力,,,錸德集團成員，主要做觸控感測器的基板玻璃，受觸控技術變革影響大。
3531,先益,上櫃光電,,,車用背光廠,LED背光模組(車用/儀表),,,工控顯示器,,,車用面板訂單,,,儀表板數位化程度,,,中國車市狀況,,,OLED取代背光,,,車市殺價競爭,,,客戶集中度,,,專注於車用儀表板與中控台的背光模組，避開消費性電子，獲利隨車市波動。,,,
3523,迎輝,上櫃光電,,,光學膜困境,光學膜(增亮/量子點),,,工控材料,,,ITO膜,,,新產品認證,,,產能利用率,,,虧損收斂,,,LCD市場萎縮,,,技術競爭力流失,,,長期虧損/全額交割,,,曾是光學膜大廠，因技術與市場變遷，營運長期處於虧損狀態。
3516,亞帝歐,上櫃光電,I023060,,車燈與照明,LED車燈模組,,,一般照明,,,光電材料,,,車用營收佔比,,,主要客戶訂單,,,毛利率,,,照明紅海競爭,,,規模經濟不足,,,流動性低,,,規模較小的LED模組廠，正努力提高車用產品比重以改善獲利。
3490,單井,上櫃光電,,,模具轉綠能,LED/IC封裝模具,,,太陽能電廠工程,,,日本房地產,,,太陽能案場收益,,,日本房產租金,,,模具訂單,,,本業模具萎縮,,,業外投資波動,,,太陽能政策風險,,,本業模具平平，獲利主要靠太陽能電廠工程與日本房地產投資。
3455,由田,上櫃光電,,,檢測設備王,PCB/載板AOI檢測,,,半導體封裝檢測,,,面板檢測,,,載板廠(ABF)擴產,,,半導體設備營收佔比,,,CoWoS檢測訂單,,,載板景氣下行,,,設備驗收週期,,,面板需求疲弱,,,AOI檢測設備龍頭，成功從PCB載板跨足半導體先進封裝檢測，也是CoWoS受惠股。
3441,聯一光,上櫃光電,,,玻璃毛胚王,光學玻璃毛胚,,,鏡頭材料,,,精密加工,,,車用/安控鏡頭需求,,,鎳價(模具成本),,,日圓匯率,,,玻璃鏡頭被塑膠取代,,,中國同業競爭,,,營收規模小,,,位於光學產業最上游，將玻璃原料壓鑄成毛胚，供應給鏡頭廠研磨，屬利基型產業。
3434,哲固,上櫃光電,,,安控顯示器,安控監視螢幕,,,POS/Kiosk顯示器,,,公眾看板,,,安控專案訂單,,,歐美標案,,,毛利率,,,面板價格波動,,,標案延宕,,,市場競爭,,,專做安控系統用的監視螢幕，與一般消費性螢幕區隔，獲利平穩。
3362,先進光,上櫃光電,,,筆電鏡頭王,筆電鏡頭(Global No.1),,,指紋辨識模組,,,車用鏡頭(Volvo),,,蘋果/Dell筆電銷量,,,車用營收佔比,,,指紋辨識滲透率,,,筆電市場衰退,,,車用認證慢,,,價格競爭,,,筆電鏡頭全球市佔第一，近年切入Volvo車用鏡頭有成，是光學股中基本面紮實的資優生。
3339,泰谷,上櫃光電,,,LED求生記,LED磊晶片/晶粒,,,綠能,,,工程,,,LED報價,,,產能利用率,,,轉型成效,,,LED長期供過於求,,,中國產能傾銷,,,財務體質弱,,,億光集團關聯企業，LED本業經營辛苦，長期處於調整期。
3297,杭特,上櫃光電,,,安控老廠,網路攝影機,,,NVR錄影機,,,安控周邊,,,NDAA轉單效應,,,標案訂單,,,毛利率,,,中國低價競爭,,,技術更新慢,,,營收規模小,,,老牌安控廠，受惠去中化趨勢，近年營運有轉虧為盈的跡象。
3230,錦明,上櫃光電,,,機殼轉儲能,精密金屬機構(TV/NB),,,儲能機櫃,,,Kiosk機殼,,,儲能訂單佔比,,,面板景氣,,,原物料價格,,,本業長期獲利差,,,轉型儲能競爭,,,全額交割風險,,,原本做面板邊框與機殼，獲利不佳，近期轉型做儲能機櫃，試圖尋找新動能。
3128,昇銳,上櫃光電,I023680,,車用安控手,倒車攝影系統,,,安控顯示器,,,DVR主機,,,車用安控訂單,,,日本/美國外銷佔比,,,去中化轉單,,,車市景氣波動,,,晶片缺料,,,匯率風險,,,深耕車用安控市場(倒車螢幕/貨車監控)，主要外銷日本與美國，受惠NDAA轉單效應明顯。
3066,李洲,上櫃光電,,,老牌LED,LED封裝(顯示屏/指示燈),,,半導體零件,,,光電元件,,,利基市場需求,,,營收規模,,,資產價值,,,LED紅海競爭,,,本業獲利微薄,,,流動性極低,,,極早期的LED廠，目前專注於利基型顯示屏與指示燈，股性冷門。
OTC65,通信網路,上櫃通信網路,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8176,智捷,上櫃通信網路,I023390|I023510,,電信WiFi老兵,電信運營商WiFi設備,,,企業無線網路,,,5G AIoT應用,,,電信商資本支出,,,標案入帳週期,,,毛利率變化,,,市場競爭激烈(紅海),,,標案延宕風險,,,營收規模較小,,,主要做電信等級的WiFi設備，營運隨大型標案與電信商資本支出波動。
8097,常珵,上櫃通信網路,I023390|I023510,,寬頻代工手,VDSL/G.fast設備,,,光纖終端設備(GPON),,,WiFi 6/7路由器,,,歐美電信商訂單,,,墨西哥廠產能,,,庫存去化進度,,,客戶集中度高,,,匯率波動,,,技術升級替代快,,,轉型直接供應電信商(Direct Account)有成，但需留意主要客戶的庫存調整週期。
8089,康全電訊,上櫃通信網路,I023510,,印度網通王,光纖中繼器,,,寬頻閘道器,,,訊舟集團資源,,,印度5G/光纖基建進度,,,標案出貨量,,,訊舟集團綜效,,,新興市場匯率風險,,,標案收款天期長,,,單一市場(印度)依賴,,,訊舟旗下小金雞，深耕印度電信市場，是新興市場基建紅利的直接受惠者。
8059,凱碩,上櫃通信網路,I023510,,第四台數據機,纜線數據機(DOCSIS),,,WiFi路由器,,,寬頻設備,,,有線電視運營商訂單,,,DOCSIS 4.0升級潮,,,金寶集團資源,,,有線電視剪線潮(Cord-cutting),,,關鍵晶片缺貨,,,市場規模萎縮,,,金寶集團成員，主要客戶是有線電視業者，面臨光纖與5G FWA的競爭壓力。
8048,德勝,上櫃通信網路,I023590,,光纖轉換專家,光纖轉換器(Media Converter),,,乙太網路交換器,,,光纖周邊,,,光纖到府(FTTH)滲透率,,,標案訂單穩定度,,,高殖利率,,,產品技術成熟(競爭多),,,營收缺乏爆發力,,,原物料成本,,,專做光纖轉換器的小而美公司，獲利與配息長年穩定，適合防禦型投資。
8034,榮群,上櫃通信網路,I023510,,傳輸設備老廠,光傳輸設備,,,寬頻接入設備,,,系統整合,,,電信局端採購案,,,5G基站後端回傳,,,毛利率,,,營收規模太小,,,標案不連續風險,,,流動性不足,,,主要做電信局端設備，營運極度依賴中華電信等運營商的標案釋出。
6588,東典光電,上櫃通信網路,I023590,,光通訊濾鏡,薄膜濾光片(DWDM),,,光通訊元件,,,5G被動元件,,,數據中心擴建速度,,,5G基地台佈建,,,東鹼集團資源,,,中國5G建設放緩,,,光通訊庫存調整,,,殺價競爭,,,東鹼子公司，位於光通訊上游，產品是光纖傳輸不可或缺的濾光片。
6561,是方,上櫃通信網路,,,數位包租公,IDC機房租賃,,,雲端應用服務,,,數據網路服務,,,新機房(LY2)出租率,,,雲端服務營收佔比,,,國際海纜頻寬需求,,,電費成本調漲,,,資安攻擊風險,,,同業(中華電/遠傳)競爭,,,中華電信子公司，台灣網路交換中心(TPIX)所在地，AI資料中心算力託管的絕對受惠者，獲利極穩。
6546,正基,上櫃通信網路,I023510,,無線模組王,SiP無線模組(WiFi/BT),,,車用無線模組,,,工控物聯網,,,非消費性電子佔比,,,WiFi 7滲透率,,,主要晶片廠(Broadcom)支援,,,消費電子疲弱,,,晶片缺貨風險,,,模組毛利受壓,,,專攻「SiP微縮模組」，將無線功能封裝成小晶片，應用在車用與高階物聯網，毛利優於一般模組廠。
